total,used,free
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
372.65735626220703,284.45257568359375,69.20497131347656
